Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
IL2548,SPRINGFIELD IL AGRICULTURE DEPT,NA,L,5,3500 WABASH AVE,SPRINGFIELD,IL,62711,39.757608,-89.717679,18693,5004.109418,04-12-1904,1715,Mary Miller,Active,BUILDING
OK0074,LAWTON FEDERAL BLDG/COURTHOUSE,NA,F,7,410 SW 5TH ST,LAWTON,OK,73501,34.603188,-98.394932,24438.75,4912.692222,09-11-1904,4004,Tom Cole,Active,BUILDING
VA0592,FEI STORAGE FACILITY,FED EXEC INSTITUTE,F,3,1301 EMMET ST N,CHARLOTTESVILLE,VA,22903,38.0544676,-78.497836,3134.65,3134.65,15-10-1904,5105,Bob Good,Active,BUILDING
MI0501,HART-DOLE-INOUYE BLDG NO 1,HART-DOLE-INOUYE FEDERAL CENTER,F,5,50 WASHINGTON AVE N,BATTLE CREEK,MI,49037,42.32689,-85.188221,222366.52,0,20-09-1904,2604,Bill Huizenga,Active,BUILDING
LA1506,924 KENNER AVE.,NA,L,7,924 KENNER AVE,KENNER,LA,70062,29.97984,-90.258711,9600,0,26-08-1904,2202,Troy Carter,Active,BUILDING
OR6702,MILLPOINT BUILDING 3000,NA,L,10,730 SW BONNETT WAY,BEND,OR,97702,44.0431181,-121.32385,5115,0,01-08-1904,4105,Lori Chavez-DeRemer,Active,BUILDING
WA8085,MELODY LANE,NA,L,10,215 MELODY LN,WENATCHEE,WA,98801,47.469987,-120.33672,31866,0,07-07-1904,5308,Kim Schrier,Active,BUILDING
WV0152,NELSON TRUST WAREHSE,NA,L,3,715 13TH ST,HUNTINGTON,WV,25701,38.41726,-82.436231,14101,0,12-06-1904,5401,Carol Miller,Active,BUILDING
NY6477,MABEYS SELF STORAGE,NA,L,2,9 MORRIS LN,CLIFTON PARK,NY,12065,42.82198,-73.762501,1150,1150,18-05-1904,3620,Paul Tonko,Active,BUILDING
MI1881,NPS VISITORS CENTER,NA,L,5,9922 W FRONT ST,EMPIRE,MI,49630,44.8111073,-86.056052,14412,0,23-04-1904,2601,Jack Bergman,Active,BUILDING
CA8397,HUENEME ROAD INDUSTRIAL CENTER,NA,L,9,720 W HUENEME RD,OXNARD,CA,93033,34.1473931,-119.18474,3568,0,29-03-1904,626,Julia Brownley,Active,BUILDING
AZ8269,YUMA COMMERCE CENTER,NA,L,9,7016 E 30TH ST,YUMA,AZ,85365,32.6743,-114.51219,8747,0,04-03-1904,409,Paul Gosar,Active,BUILDING
IL2643,IVANHOE WOODS CORPORATE CENTER,NA,L,5,505 WARRENVILLE RD,LISLE,IL,60532,41.80768,-88.060061,1520,0,08-02-1904,1706,Sean Casten,Active,BUILDING
ME0844,"LPOE SECONDARY INSPECTION, VAN BUREN","LPOE, Van Buren",F,1,165 ACADIAN WAY,VAN BUREN,ME,4785,47.158888,-67.933397,13045.33,0,14-01-1904,2302,Jared Golden,Active,BUILDING
MI2140,PELLSTON REGIONAL AIRPORT,NA,L,5,1393 N US HIGHWAY 31,PELLSTON,MI,49769,45.5717348,-84.783852,763,0,20-12-1903,2601,Jack Bergman,Active,BUILDING
AK3414,3000 C STREET,NA,L,10,3000 C ST,ANCHORAGE,AK,99503,61.1930468,-149.88742,14805,0,25-11-1903,200,Mary Peltola,Active,BUILDING
ID4422,GALA BUILDING,NA,L,10,2321 E GALA ST,MERIDIAN,ID,83642,43.588926,-116.36528,1285,0,31-10-1903,1601,Russ Fulcher,Active,BUILDING
FL2476,MODIS BUILDING,NA,L,4,1 INDEPENDENT DR,JACKSONVILLE,FL,32202,30.32548,-81.658451,109011,0,06-10-1903,1204,Aaron Bean,Active,BUILDING
TN2184,3602 AUSTIN PEAY HWY.,NA,L,4,3602 AUSTIN PEAY HWY,MEMPHIS,TN,38128,35.2234,-89.906091,12545,0,11-09-1903,4709,Steve Cohen,Active,BUILDING
TX0892,FED CTR SHED 53 VEHICLE STOR,FORT WORTH FED CTR,F,7,501 W FELIX ST,FORT WORTH,TX,76115,32.67578,-97.329281,5427.55,0,17-08-1903,4833,Marc Veasey,Active,BUILDING
SC1055,"USCIS BUILDING, CHARLESTON, SC",NA,L,4,1821 SAM RITTENBERG BLVD,CHARLESTON,SC,29407,32.800272,-80.019668,16713,0,23-07-1903,4506,James Clyburn,Active,BUILDING
GA1158,"RHODES BUILDING, ATLANTA, GA",NA,L,4,3005 CHAMBLEE TUCKER RD,ATLANTA,GA,30341,33.878749,-84.267266,113607,0,28-06-1903,1304,Henry Johnson,Active,BUILDING
NV8229,CREEKSIDE CORPORATE CENTER II,NA,L,9,980 SANDHILL RD,RENO,NV,89521,39.44398,-119.75129,20518,0,17-07-1905,3202,Mark Amodei,Active,BUILDING
NC2431,PROBATION BUILDING,NA,L,4,509 BROAD ST,NEW BERN,NC,28560,35.10827,-77.041941,2441,0,22-06-1905,3703,Gregory Murphy,Active,BUILDING
OH2001,GRANT WASHINGTON BLG,NA,L,5,441 WOLF LEDGES PKWY,AKRON,OH,44311,41.07161,-81.519621,3756,0,28-05-1905,3913,Emilia Sykes,Active,BUILDING
GA2269,VALDOSTA REGIONAL AIRPORT,NA,L,4,1750 AIRPORT RD,VALDOSTA,GA,31601,30.7938029,-83.280888,669,0,03-05-1905,1308,Austin Scott,Active,BUILDING
CA7725,BENICIA INDUSTRIAL PARK,NA,L,9,5430 INDUSTRIAL WAY,BENICIA,CA,94510,38.0829778,-122.10973,0,0,08-04-1905,608,John Garamendi,Active,BUILDING
NM0083,USBS COLUMBUS POV SECONDARY INSPECTION,USBS COLUMBUS,F,7,STATE HIGHWAY 11 MILE MARKER 0,COLUMBUS,NM,88029,31.831665,-107.63875,5476,0,14-03-1905,3502,Gabe Vasquez,Active,BUILDING
KY3009,"SOCIAL SECURITY ADMINISTRATION, RICHMOND, KY",NA,L,4,1060 GIBSON BAY DR,RICHMOND,KY,40475,37.73829,-84.266641,7189,0,17-02-1905,2106,Andy Barr,Active,BUILDING
VA1580,COMMERCE EXECUTIVE V,NA,L,11,11440 COMMERCE PARK DR,RESTON,VA,20191,38.94695,-77.341441,20385,0,23-01-1905,5111,Gerald Connolly,Active,BUILDING
KS1620,CAMBRIDGE PLAZA,NA,L,6,2020 N WEBB RD,WICHITA,KS,67206,37.71994,-97.225811,1290,0,29-12-1904,2004,Ron Estes,Active,BUILDING
TX2386,TANGLEWOOD CENTER BUILDING,NA,L,7,1700 S SOUTHEAST LOOP 323,TYLER,TX,75701,32.330745,-95.264888,0,0,04-12-1904,4801,Nathaniel Moran,Active,BUILDING
MI2187,CHESTERFIELD TWP MI SSA BUILDING,NA,L,5,26200 21 MILE RD,CHESTERFIELD TOWNSHIP,MI,48051,42.64455,-82.844581,9603,0,09-11-1904,2609,Lisa McClain,Active,BUILDING
MI0072,FOB US POST OFF CTHS,NA,F,5,410 W MICHIGAN AVE,KALAMAZOO,MI,49007,42.2916512,-85.587597,62249.39,20093.77998,15-10-1904,2604,Bill Huizenga,Active,BUILDING
MI2072,EYDE PARKWAY,NA,L,5,2911 EYDE PKY,EAST LANSING,MI,48823,42.7167799,-84.455321,9195,0,20-09-1904,2607,Elissa Slotkin,Active,BUILDING
MD1819,12101 -12119 INDIAN CREEK CT,NA,L,11,12101 INDIAN CREEK CT,BELTSVILLE,MD,20705,39.05662,-76.896551,24083,0,26-08-1904,2404,Glenn Ivey,Active,BUILDING
MS2243,LAUREL SSA BUILDING,NA,L,4,3210 HIGHWAY 15 NORTH,LAUREL,MS,39440,31.730308,-89.147013,8876,0,01-08-1904,2803,Michael Guest,Active,BUILDING
MT5639,GRANITE TOWER - BILLINGS- PDG,NA,L,8,222 N 32ND ST,BILLINGS,MT,59101,45.7813423,-108.5122724,3577,0,07-07-1904,3002,Matthew Rosendale,Active,BUILDING
PA0826,303 CAYUGA AVENUE,NA,L,3,303 CAYUGA AVE,ALTOONA,PA,16602,40.4920035,-78.402647,13180,0,12-06-1904,4213,John Joyce,Active,BUILDING
FL3183,SW 120TH ST BLDG,NA,L,4,14675 SW 120TH ST,MIAMI,FL,33186,25.65676,-80.41914,45911,0,18-05-1904,1228,Carlos Gimenez,Active,BUILDING
IL2233,CHICAGO IL CITIGROUP CENTER,NA,L,5,500 W MADISON ST,CHICAGO,IL,60661,41.88235,-87.640471,16352,0,23-04-1904,1707,Danny Davis,Active,BUILDING
ID0551,"BORDER STATION - PORTHILL, ID - HIGHWAY 95",PORTHILL LPOE,F,10,HIGHWAY 95,PORTHILL,ID,83853,48.9757273,-116.47575,0,0,29-03-1904,1601,Russ Fulcher,Decommissioned,BUILDING
AZ8490,CASA GRANDE PROFESSIONAL CENTER,NA,L,9,440 N CAMINO MERCADO,CASA GRANDE,AZ,85122,32.877405,-111.69023,6457,0,04-03-1904,406,Juan Ciscomani,Active,BUILDING
NC2601,NUSSBAUM CENTER FOR,NA,L,4,1451 S ELM-EUGENE ST,GREENSBORO,NC,27406,36.05014,-79.790991,648,0,08-02-1904,3706,Kathy Manning,Active,BUILDING
WV0222,FB & US CH ANNEX,NA,F,3,1125 CHAPLINE ST,WHEELING,WV,26003,40.0685191,-80.7216,79971.75,0,14-01-1904,5402,Alexander Mooney,Active,BUILDING
FL1194,"AMMAN BUILDING, FORT LAUDERDALE, FL",NA,L,4,2550 EISENHOWER BLVD,FORT LAUDERDALE,FL,33316,26.091582,-80.124431,212,0,20-12-1903,1225,Debbie Wasserman Schultz,Active,BUILDING
WA8107,VANCOUVER PLAZA,NA,L,10,8008 NE FOURTH PLAIN BLVD,VANCOUVER,WA,98662,45.6481116,-122.5903988,920,0,25-11-1903,5303,Marie Perez,Active,BUILDING
NY7068,E. GREENBUSH TOWN H,NA,L,2,255 COLUMBIA TPKE,RENSSELAER,NY,12144,42.61523,-73.729761,0,0,31-10-1903,3621,Elise Stefanik,Active,BUILDING
OH2418,BEACHWOOD OH SSA,NA,L,5,3591 PARK EAST DR,BEACHWOOD,OH,44122,41.46309,-81.493171,9379,0,06-10-1903,3911,Shontel Brown,Active,BUILDING
MD0511,SYMPHONY CENTER,NA,L,3,1010 PARK AVE,BALTIMORE,MD,21201,39.3041921,-76.620022,41510,0,11-09-1903,2407,Kweisi Mfume,Active,BUILDING
NJ5116,532 FELLOWSHIP ROAD,NA,L,3,532 FELLOWSHIP RD,MT LAUREL,NJ,8054,39.9341795,-74.958504,27894,0,17-08-1903,3403,Andy Kim,Active,BUILDING
OR6727,CURTIS BUILDING,NA,L,10,17925 SE DIVISION ST,PORTLAND,OR,97236,45.504921,-122.47845,12089,0,23-07-1903,4103,Earl Blumenauer,Active,BUILDING
WA0984,FEDERAL CENTER SOUTH EAST PARKING,FEDERAL CENTER SOUTH,F,10,4735 E MARGINAL WAY S,SEATTLE,WA,98134,47.5609263,-122.34056,0,0,28-06-1903,5307,Pramila Jayapal,Active,STRUCTURE
TX2614,1680 LAKE FRONT CIRCLE,NA,L,7,1680 LAKE FRONT CIR,SPRING,TX,77380,30.171132,-95.463401,9999,0,17-07-1905,4802,Dan Crenshaw,Active,BUILDING
TN2283,4700 RUTLEDGE PIKE,NA,L,4,4700 RUTLEDGE PIKE,KNOXVILLE,TN,37914,36.01274,-83.866911,2969,0,22-06-1905,4702,Tim Burchett,Active,BUILDING
TX0824,FED CTR BLDG 41 N GUARD HOUSE,FORT WORTH FED CTR,F,7,501 W FELIX ST,FORT WORTH,TX,76115,32.67578,-97.329281,369.23,0,28-05-1905,4833,Marc Veasey,Active,BUILDING
TX2285,ONE SHORELINE PLAZA,NA,L,7,800 N SHORELINE BLVD,CORPUS CHRISTI,TX,78401,27.7985803,-97.391322,24498,0,03-05-1905,4827,Michael Cloud,Active,BUILDING
CA8509,1693 CRUICKSHANK DR.,NA,L,9,1693 CRUICKSHANK DR,EL CENTRO,CA,92243,32.8146643,-115.5730231,9421,0,08-04-1905,625,Raul Ruiz,Active,BUILDING
CO0662,DFC BLDG 64A,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.71786,-105.121,3774.42,0,14-03-1905,807,Brittany Pettersen,Active,BUILDING
WA8086,WENATCHEE CITY HALL,NA,L,10,301 YAKIMA ST,WENATCHEE,WA,98801,47.420559,-120.31193,964,0,17-02-1905,5308,Kim Schrier,Active,BUILDING
MI3001,SSA NE GRAND RAPIDS SERVICE CE,NA,L,5,3045 KNAPP ST NE,GRAND RAPIDS,MI,49525,42.99952,-85.594671,18070,0,23-01-1905,2603,Hillary Scholten,Active,BUILDING
AZ8031,4370 S FREMONT AVE,NA,L,9,4370 S FREMONT AVE,TUCSON,AZ,85714,32.1727,-110.95565,16093,0,29-12-1904,407,Raul Grijalva,Active,BUILDING
MD0816,FRC BLDG 62 LAB,WHITE OAK FED RS CENTER,F,11,"10903 NEW HAMPSHIRE AVE, BLDG 62",SILVER SPRING,MD,20993,39.0374074,-76.983202,136633.54,0,04-12-1904,2408,Jamie Raskin,Active,BUILDING
DC0432,ONE LAFAYETTE CTR,NA,L,11,1120 20TH ST NW,WASHINGTON,DC,20036,38.90459,-77.045381,36035,0,09-11-1904,1198,Eleanor Norton,Active,BUILDING
NH0033,SSA - LITTLETON,NA,F,1,MAIN STREET,LITTLETON,NH,3561,44.307708,-71.777907,4773.65,0,15-10-1904,3302,Ann Kuster,Active,BUILDING
LA1327,EF HUNTER COURTHOUSE,NA,L,7,611 BROAD ST,LAKE CHARLES,LA,70601,30.22881,-93.211821,56920,0,20-09-1904,2203,Clay Higgins,Active,BUILDING
CA6708,THE LAKES W. COVINA,NA,L,9,1050 LAKES DR,WEST COVINA,CA,91790,34.07145,-117.92285,22034,0,26-08-1904,631,Grace Napolitano,Active,BUILDING
MI3095,BROOKRIDGE BUILDING,NA,L,5,1350 E MAIN ST,OWOSSO,MI,48867,42.99727,-84.145701,4213,0,01-08-1904,2607,Elissa Slotkin,Active,BUILDING
MD1832,FRC WHITE OAK ADMIRAL HOUSE #A,WHITE OAK FED RS CENTER,F,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,0,0,07-07-1904,2408,Jamie Raskin,Active,BUILDING
MO0127,RICHARD BOLLING FEDERAL BUILDING,NA,F,6,601 E 12TH ST,KANSAS CITY,MO,64106,39.09904,-94.576271,1017984.62,29808.77576,12-06-1904,2905,Emanuel Cleaver,Active,BUILDING
MN0085,BAUDETTE MN USPS BLDG,NA,L,5,219 1ST AVE NW,BAUDETTE,MN,56623,48.7136849,-94.601701,2081,600,18-05-1904,2708,Pete Stauber,Active,BUILDING
NJ4114,37-47 ORCHARD STREET,NA,L,2,37-47 ORCHARD STREET,NEWARK,NJ,7102,40.7357364,-74.172973,0,0,23-04-1904,3410,Donald Payne,Active,STRUCTURE
CA7159,CENTRE POINT PLAZA,NA,L,9,26415 CARL BOYER DR,SANTA CLARITA,CA,91350,34.41308,-118.50436,9583,0,29-03-1904,627,Mike Garcia,Active,BUILDING
WV0053,U.S. COURTHOUSE MARTINSBURG,NA,F,3,217 W KING ST,MARTINSBURG,WV,25401,39.45621,-77.966201,57885.18,656.8194856,04-03-1904,5402,Alexander Mooney,Active,BUILDING
TX2553,MCCOMBS PLAZA,NA,L,7,755 E. MULBERRY,SAN ANTONIO,TX,78212,29.4566771,-98.480415,3684,3684.000001,08-02-1904,4835,Greg Casar,Active,BUILDING
NY7581,4941 BROADWAY,NA,L,2,4941 BROADWAY,NEW YORK,NY,10034,40.86804,-73.921081,15264,0,14-01-1904,3613,Adriano Espaillat,Active,BUILDING
DC0697,DOT HQ EAST BUILDING,NA,F,11,1201 4TH ST SE,WASHINGTON,DC,20003,38.875833,-77.001098,606835.92,0,20-12-1903,1198,Eleanor Norton,Active,BUILDING
AK3317,"ATRIUM BUILDING - PALMER, AK",NA,L,10,800 E PALMER-WASILLA HWY,PALMER,AK,99645,61.599158,-149.12896,19716,0,25-11-1903,200,Mary Peltola,Active,BUILDING
VA1553,TR A SUBD FOR TERRY BENT MNT,NA,L,3,0 POOR MOUNTAIN ROAD,BENT MOUNTAIN,VA,24011,37.21856,-80.133422,0,0,31-10-1903,5109,H. Griffith,Active,LAND
VT0756,"LPOE, NORTH TROY","LPOE, North Troy",F,1,807 VERMONT ROUTE 243,NORTH TROY,VT,5859,45.00542,-72.41528,7436.92,0,06-10-1903,5000,Becca Balint,Active,BUILDING
AS7914,LETIATASI BUILDING,NA,L,9,1138 AUTAPINI,PAGO PAGO,AS,96799,-14.291235,-170.70985,7630,0,11-09-1903,6098,Aumua Amata Radewagen,Active,BUILDING
FL3303,SSA VERO BEACH BUILDING,NA,L,4,724 20TH ST,VERO BEACH,FL,32960,27.6380278,-80.387613,5809,0,17-08-1903,1208,Bill Posey,Active,BUILDING
AL0077,COMBINED PARKING FAC,FEDERAL BLDG,F,4,167 ST LOUIS ST,MOBILE,AL,36602,30.6941989,-88.04327,3584.46,810.1777384,23-07-1903,101,Jerry Carl,Active,STRUCTURE
IL2426,WAUKEGAN IL SOCIAL SECURITY ADMINISTRATION,NA,L,5,1930 N LEWIS AVE,WAUKEGAN,IL,60087,42.387624,-87.855876,12650,0,28-06-1903,1710,Bradley Schneider,Active,BUILDING
SC2136,WESTPARK CENTER BUILDING,NA,L,4,107 WESTPARK BLVD,COLUMBIA,SC,29210,34.06168,-81.134211,11968,0,17-07-1905,4502,Joe Wilson,Active,BUILDING
FL3248,CBP STATION,NA,L,4,1800 NE 7TH AVE,DANIA BEACH,FL,33004,26.072082,-80.130533,33040,0,22-06-1905,1225,Debbie Wasserman Schultz,Active,BUILDING
FL2873,4500 BUILDING - MIDTOWN CENTER,NA,L,4,4070 BOULEVARD CENTER DR,JACKSONVILLE,FL,32207,30.30009,-81.616891,12353,0,28-05-1905,1205,John Rutherford,Active,BUILDING
MD0346,D2-FEED MIXING,FDA-CVM LABORATORY,F,11,8501M MUIRKIRK RD,LAUREL,MD,20708,39.055894,-76.859554,7835.72,0,03-05-1905,2404,Glenn Ivey,Active,BUILDING
AK3385,"BAKER BUILDING - KOTZEBUE, AK",NA,L,10,241 5TH AVENUE,KOTZEBUE,AK,99752,66.8930901,-162.59774,842,0,08-04-1905,200,Mary Peltola,Active,BUILDING
MO1812,1010 MARKET,NA,L,6,1010 MARKET ST,ST. LOUIS,MO,63101,38.62683,-90.196341,23049,0,14-03-1905,2901,Cori Bush,Active,BUILDING
KS1618,BANK OF AMERICA CENTER,NA,L,6,100 N BROADWAY ST,WICHITA,KS,67202,37.68669,-97.334941,7360,0,17-02-1905,2004,Ron Estes,Active,BUILDING
TX0545,USBS LOS TOMATES BROWNSVILLE TABC BOOTH,USBS LOS TOMATES BROWNSVILLE,F,7,3300 S. EXPRESSWAY 77/83,BROWNSVILLE,TX,78521,25.889873,-97.475397,78.71,0,23-01-1905,4834,Vicente Gonzalez,Active,BUILDING
MN1744,227 W. 1ST STREET,NA,L,5,227 W 1ST ST,DULUTH,MN,55802,46.785033,-92.102967,3204,0,29-12-1904,2708,Pete Stauber,Active,BUILDING
VA3056,NORTH RUN V,NA,L,3,1632 E PARHAM RD,HENRICO,VA,23228,37.639368,-77.473125,2743,0,04-12-1904,5104,Jennifer McClellan,Active,BUILDING
AR1291,2840 I-55 NORTH,NA,L,7,2840 I-55 NORTH,MARION,AR,72364,35.2082487,-90.205672,3450,0,09-11-1904,501,Eric Crawford,Active,BUILDING
TX0831,DEL RIO PROBATION BLDG,BPSH DEL RIO,F,7,700 QUALIA DR,DEL RIO,TX,78840,29.340505,-100.90358,7421.09,0,15-10-1904,4823,Tony Gonzales,Active,BUILDING
MT0055,TURNER POE - MAIN PORT BUILDING,BORDER STATION FACIL,F,8,41725 TURNER RD,TURNER,MT,59542,48.9989674,-108.3893136,5376.61,0,20-09-1904,3002,Matthew Rosendale,Active,BUILDING
IA1473,WATERLOO REGIONAL AIRPORT,NA,L,6,2790 LIVINGSTON LN,WATERLOO,IA,50703,42.5508658,-92.395072,2003,920,26-08-1904,1902,Ashley Hinson,Active,BUILDING
NJ4525,"MARLTON EXECUTIVE PARK,BLDG II",NA,L,3,2 EXECUTIVE DR,MARLTON,NJ,8053,39.8701234,-74.9237688,5589,0,01-08-1904,3403,Andy Kim,Active,BUILDING
IN1716,AUBURN IN SSA BUILDING,NA,L,5,1240 S GRANDSTAFF DR,AUBURN,IN,46706,41.35889,-85.070051,6233,0,07-07-1904,1803,Jim Banks,Active,BUILDING
NY6041,CAV BLDG,NA,L,2,55 W 125TH ST,NEW YORK,NY,10027,40.80753,-73.944111,9789,0,12-06-1904,3613,Adriano Espaillat,Active,BUILDING
PA0745,PENN OFFICE BUILDING,NA,L,3,4314 OLD WILLIAM PENN HWY,MONROEVILLE,PA,15146,40.44212,-79.775921,8059.18,0,18-05-1904,4212,Summer Lee,Active,BUILDING
AR1125,AIR CARGO BLDG,NA,L,7,1001 TEMPLE ST,LITTLE ROCK,AR,72202,34.7345443,-92.216453,1374,0,23-04-1904,502,J. Hill,Active,BUILDING
CA6678,235 ALGODONES,ANDRADE LPOE,L,9,235 ALGODONES RD,WINTERHAVEN,CA,92283,32.7184427,-114.7282,0,0,29-03-1904,625,Raul Ruiz,Active,LAND
MO2068,11180 NW PRAIRIE VIEW ROAD,NA,L,6,11180 NW PRAIRIE VIEW RD,KANSAS CITY,MO,64153,39.2935709,-94.684699,136910,0,04-03-1904,2906,Sam Graves,Active,BUILDING
FL3206,SOUTHERN CORPORATE CENTER,NA,L,4,12900 SW 128TH ST,MIAMI,FL,33186,25.64827,-80.403411,7371,0,08-02-1904,1228,Carlos Gimenez,Active,BUILDING
VT0757,"LPOE SECONDARY INSPECTION, NORTH TROY","LPOE, North Troy",F,1,807 VERMONT ROUTE 243,NORTH TROY,VT,5859,45.006335,-72.415758,1021.58,0,14-01-1904,5000,Becca Balint,Active,BUILDING
AZ6769,BLM NAT'L TRAIN CTR,NA,L,9,9828 N 31ST AVE,PHOENIX,AZ,85051,33.57539,-112.12704,72465,0,20-12-1903,408,Debbie Lesko,Active,BUILDING
AZ7638,EASTGATE BUSINESS PARK,NA,L,9,702 W JEROME AVE,MESA,AZ,85210,33.381774,-111.84634,23084,0,25-11-1903,404,Greg Stanton,Active,BUILDING
SC2051,"CORPORATE PLAZA, GREENVILLE, SC",NA,L,4,403 WOODS LAKE RD,GREENVILLE,SC,29607,34.85417,-82.341451,7504,0,31-10-1903,4504,William Timmons,Active,BUILDING
TX2538,SAN ANTONIO INTL AIRPORT,NA,L,7,9800 AIRPORT BLVD,SAN ANTONIO,TX,78216,29.5271663,-98.472779,7244,0,06-10-1903,4821,Chip Roy,Active,BUILDING
FL1138,BAYBORO STATION,NA,L,4,263 13TH AVE S,SAINT PETERSBURG,FL,33701,27.75806,-82.636281,68503,0,11-09-1903,1214,Kathy Castor,Active,BUILDING
VT0057,"LPOE, HIGHGATE SPRINGS",LPOE Highgate Spring,F,1,482 WELCOME CENTER ROAD,HIGHGATE SPRINGS,VT,5460,44.9742,-73.105218,21943.31,0,17-08-1903,5000,Becca Balint,Active,BUILDING
CA6242,11075 BLACK MARBLE WAY,NA,L,9,11075 BLACK MARBLE WAY,REDDING,CA,96003,40.60939,-122.36911,2076,0,23-07-1903,601,Doug LaMalfa,Active,BUILDING
TX2526,14925 KINGSPORT DRIVE,NA,L,7,14925 KINGSPORT RD,FORT WORTH,TX,76155,32.834007,-97.039746,79122,0,28-06-1903,4833,Marc Veasey,Active,BUILDING
IN1816,INDIANAPOLIS IN (4330 S HIGH SCHOOL RD) GABRIEL IND PARK,NA,L,5,4330 S HIGH SCHOOL RD,INDIANAPOLIS,IN,46241,39.69992,-86.268971,4207,0,17-07-1905,1806,Greg Pence,Active,BUILDING
CA8222,EUREKA WATER RESOURCES OFFICE,NA,L,9,716 W CEDAR ST,EUREKA,CA,95501,40.7954,-124.17856,3034,0,22-06-1905,602,Jared Huffman,Active,BUILDING
IL2665,COMAR II,NA,L,5,17W635 BUTTERFIELD RD,OAKBROOK TERRACE,IL,60181,41.850636,-87.973665,7105,0,28-05-1905,1706,Sean Casten,Active,BUILDING
TX0312,USBS B&M BROWNSVILLE ADMINISTRATION BUILDING,USBS B&M BROWNSVILLE,F,7,1300 MEXICO BLVD,BROWNSVILLE,TX,78520,25.893661,-97.50505,12039.43,0,03-05-1905,4834,Vicente Gonzalez,Active,BUILDING
DC0522,EPA WEST,ICC-LABOR COMPLEX,F,11,1301 CONSTITUTION AVE NW,WASHINGTON,DC,20004,38.89272,-77.030351,413494.48,14860.65309,08-04-1905,1198,Eleanor Norton,Active,BUILDING
MI3051,ROMULUS MI (11200 METRO AIRPORT CENTER DR) METRO APT CENTER,NA,L,5,11200 METRO AIRPORT CENTER DR,ROMULUS,MI,48174,42.2210225,-83.380394,5090,0,14-03-1905,2613,Shri Thanedar,Active,BUILDING
FL1404,HIGHWOODS BAY CENTER,NA,L,4,5426 BAY CENTER DR,TAMPA,FL,33609,27.9437,-82.537731,1438,0,17-02-1905,1214,Kathy Castor,Active,BUILDING
LA0098,TOM STAGG UNITED STATES COURTHOUSE,NA,F,7,300 FANNIN ST,SHREVEPORT,LA,71101,32.5159211,-93.750206,200619.1,8709.230588,23-01-1905,2204,Mike Johnson,Active,BUILDING
AZ8045,WEST AMERICAN AVENUE,NA,L,9,1605 W AMERICAN AVE,ORACLE,AZ,85623,32.618043,-110.7909,3973,0,29-12-1904,406,Juan Ciscomani,Active,BUILDING
NY7359,1510 HYLAN BOULEVARD,NA,L,2,1510 HYLAN BLVD,STATEN ISLAND,NY,10305,40.59128,-74.087181,8572,0,04-12-1904,3611,Nicole Malliotakis,Active,BUILDING
MO2054,66 HWY 142 POPLAR BLUFF,NA,L,6,HIGHWAY 142,POPLAR BLUFF,MO,63901,36.680034,-90.41913,7054,0,09-11-1904,2908,Jason Smith,Active,BUILDING
TX0693,USBS GATEWAY BROWNSVILLE IMPORT DOCK,USBS GATEWAY BROWNSVILLE,F,7,1500 E ELIZABETH ST,BROWNSVILLE,TX,78520,25.91985,-97.517691,27595.47,0,15-10-1904,4834,Vicente Gonzalez,Active,STRUCTURE
WA7993,SPOKANE MEPS BUILDING,NA,L,10,8510 US-2,SPOKANE,WA,99224,47.6460378,-117.53166,20328,0,20-09-1904,5305,Cathy Rodgers,Active,BUILDING
TX2577,19241 DAVID MEMORIAL DRIVE,NA,L,7,19241 DAVID MEMORIAL DR,SHENANDOAH,TX,77385,30.18222,-95.447851,16853,0,26-08-1904,4802,Dan Crenshaw,Active,BUILDING
NC2352,TWO HANOVER SQUARE BLDG,NA,L,4,434 FAYETTEVILLE ST,RALEIGH,NC,27601,35.77439,-78.640051,19575,0,01-08-1904,3702,Deborah Ross,Active,BUILDING
NJ5105,ONE STATE STREET SQUARE,NA,L,3,50 W STATE ST,TRENTON,NJ,8608,40.22086,-74.767741,24256,0,07-07-1904,3412,Bonnie Watson Coleman,Active,BUILDING
SC2344,"151 QUARTZ LANE, FLORENCE, SC",NA,L,4,151 QUARTZ LN,FLORENCE,SC,29506,34.19469,-79.679219,10628,0,12-06-1904,4507,Russell Fry,Active,BUILDING
TX2905,5316 HWY 290 WEST,NA,L,7,5316 US-290 W,AUSTIN,TX,78735,30.23792,-97.835031,3040,0,18-05-1904,4837,Lloyd Doggett,Active,BUILDING
CA7624,PASADENA TOWERS LLC,NA,L,9,800 E COLORADO BLVD,PASADENA,CA,91101,34.14555,-118.13336,20707,0,23-04-1904,628,Judy Chu,Active,BUILDING
MN1634,SSA MANKATO FIELD OFFICE,NA,L,5,12 CIVIC CENTER PLAZA,MANKATO,MN,56001,44.1166545,-93.998364,6635,0,29-03-1904,2701,Brad Finstad,Active,BUILDING
